pid,product_type_id,name,url,origin,thickness,material,weave,weave_feature,color,brand,imageName,imageType,internalName,category,min_price,max_price,availability,aggregate,clearance,long_description,shopbyroom,dw_insert_timestamp
108RU20,RUG,Braided,/rugsusa/rugs/colonial-mills-braided/Whipple-Blue/108RU20-P.html,USA,,100% Wool,,Flat Braid,Floral Burst,Colonial Mills,108RU20,s,colonial-mills-braided,Rustica,0,0,5 Days,True,N,Be traditional and fashionable at the same time! This 100% wool braided rug makes a trendy statement with the new contoured rectangle design and updated colors.,,2022-01-13 19:33:41.513542
108TE09,RUG,Braided,/rugsusa/rugs/colonial-mills-braided/Teal/108TE09-P.html,USA,,"75% Polypropylene, 25% Wool",,Braided,Natural,Colonial Mills,108TE09,s,colonial-mills-braided,Tremont,0,0,5 Days,True,N,This round braided rug makes you just want to cozy up in front of the fire. The wool blend yarns create a textured softness and the natural color scheme coordinates with any decor.,,2022-01-13 19:33:41.513542
279455913001,RUG,Jungle Safari,/rugsusa/rugs/milliken-jungle-safari/Skins/279455913001-P.html,USA,,100% Nylon,,Machine Made,Pearl Mist,Milliken,279455913001,s,milliken-jungle-safari,Signature,0,0,14 - 16 Days,True,N,"Whether the environment you want to create is exotic or romantic and peaceful, Milliken has a rug that will pull the colors and the feel of your room together while adding the perfect touch. Milliken protects all its rugs by an exclusive five-year warranty against abrasive wear. Made in the USA with extremely durable Milliken nylon fiber. This item is made to order and usually ships in approximately 2 - 3 weeks.",,2022-01-13 19:33:41.513542
108OH48,RUG,Braided,/rugsusa/rugs/colonial-mills-braided/Cashew/108OH48-P.html,USA,,100% Wool,,Braided,Dusk,Colonial Mills,108OH48,roomImage,colonial-mills-braided,Oak Harbour,0,0,5 Days,True,N,Be basic. Be practical. Be fashionable. Be it all with the rich look and feel of this 100% wool rug; a classic in updated color-ways.,,2022-01-13 19:33:41.513542
362S185AQST103,RUG,Studio ST103,/rugsusa/rugs/bashian-studio-st103/Mocha/362S185AQST103-P.html,India,,100% Wool,,Hand Tufted,Aqua,Bashian,362S185AQST103,s,bashian-studio-st103,Chelsea,0,0,3 - 5 Days,True,N,,,2022-01-13 19:33:41.513542
14171320990,RUG,Zariah,/rugsusa/rugs/united-weavers-zariah/Cream/14171320990-P.html,Turkey,,100% Olefin Frieze,,Machine Made,Cream,United Weavers,14171320990,roomImage,united-weavers-zariah,Abigail,0,0,3 - 5 Days,True,N,This rug has an approximate pile height of 9 millimeters.,,2022-01-13 19:33:41.513542
407MCB05GRY,RUG,MCB05,/rugsusa/rugs/nourison-mcb05/Gray/407MCB05GRY-P.html,Turkey,,100% Polypropylene,,Machine Woven,Gray,Nourison,407MCB05GRY,roomImage,nourison-mcb05,Moroccan Casbah,0,0,3-5 Days,True,N,This rug has an approximate pile height of 1 inch.,,2022-01-13 19:33:41.513542
158ELZ2315,RUG,ELZ-2315,/rugsusa/rugs/surya-elz-2315/Gold/158ELZ2315-P.html,Turkey,,100% Polypropylene,,Machine Made,Gold,Surya,158ELZ2315,roomImage,surya-elz-2315,Elaziz,0,0,2-3 Days,True,N,This rug has an approximate pile height of 0.37 inches and no backing.,,2022-01-13 19:33:41.513542
14171000631,RUG,Flash,/rugsusa/rugs/united-weavers-flash/Brown/14171000631-P.html,Turkey,,100% Polypropylene,,Machine Made,Scarlet,United Weavers,14171000631,osNew/roomImage,united-weavers-flash,Studio,0,0,3 - 5 Days,True,N,,,2022-01-13 19:33:41.513542
409670R3970GRY000,RUG,670R3970,/rugsusa/rugs/weave--wander-670r3970/Gray/409670R3970GRY000-P.html,Turkey,,"47% Polypropylene, 17% Jute, 29% Polyester, 7% Cotton",,Machine Made,Gray,Weave & Wander,409670R3970GRY000,s,weave--wander-670r3970,Alexander,0,0,1-3 Days,True,N,This rug has an approximate pile height of 0.39 inches and a latex backing.,,2022-01-13 19:33:41.513542
287FA167B,RUG,FA167B,/rugsusa/rugs/rizzy-rugs-fa167b/Beige/287FA167B-P.html,India,,100% wool,,Hand Tufted,Beige,Rizzy Rugs,287FA167B,roomImage,rizzy-rugs-fa167b,Fifth Avenue,0,0,3 - 5 Days,True,N,This rug has an approximate pile height of 0.5 inches and a cotton convas backing.,,2022-01-13 19:33:41.513542
108H015,RUG,Braided Indoor/Outdoor,/rugsusa/rugs/colonial-mills-braided-indooroutdoor/Navy/108H015-P.html,USA,,100% Polypropylene,,Braided,Black,Colonial Mills,108H015,s,colonial-mills-braided-indooroutdoor,Simply Home Solid,0,0,5 Days,True,N,"Practical. Colorful. Versatile. Maintenance-free. Simply pick from our selection of colors to find the perfect solid-color indoor/outdoor rug for your space. This reversible, stain and fade resistant rug has an approximate pile height of 0.5 inches. Approximate weight: 0.5 lbs/square foot",,2022-01-13 19:33:41.513542
22890309880,RUG,Hazelhurst,/rugsusa/rugs/mohawk-home-hazelhurst/Abyss-Blue/22890309880-P.html,USA,,100% Polypropylene,,Machine Woven,Abyss Blue,Mohawk Home,22890309880,roomImage,mohawk-home-hazelhurst,Augusta,0,0,3 - 5 Days,True,N,,,2022-01-13 19:33:41.513542
14185310715,RUG,Richmond,/rugsusa/rugs/united-weavers-richmond/Cream/14185310715-P.html,Belgium,,100% Viscose,,Machine Made,Ivory,United Weavers,14185310715,roomImage,united-weavers-richmond,Royalton,0,0,3-5 Days,True,N,This rug has an approximate pile height of 3.2 millimeters.,,2022-01-13 19:33:41.513542
158ATH5052,RUG,ATH5052,/rugsusa/rugs/surya-ath5052/Aqua/158ATH5052-P.html,India,,100% Wool,,Hand Tufted,Chocolate,Surya,158ATH5052,roomImage,surya-ath5052,Athena,0,0,48 Hours,True,N,"Simple and elegant designs hand tufted in 100% wool, the rugs of the Athena collection complement transitional to contemporary interiors. With a color palette of rich warm earth tones in brown, red, blue and gold, these hand crafted pieces blend seamlessly with any space. Fashioning a sense of warmth in their utterly flawless designs, the rugs found within the Athena collection will radiate a sense of incomparable charm in your space. This rug has an approximate pile height of 0.625 inches and a cotton canvas backing with latex.",,2022-01-13 19:33:41.513542
409694R3338BLKSLV,RUG,694R3338,/rugsusa/rugs/weave--wander-694r3338/Black/409694R3338BLKSLV-P.html,Turkey,,"49% Polyester, 29% Prolypropylene, 16% Jute, 6% Cotton",,Machine Made,Black,Weave & Wander,409694R3338BLKSLV,s,weave--wander-694r3338,Orin,0,0,1-3 Days,True,N,This rug has an approximate pile height of 0.39 inches and a latex backing.,,2022-01-13 19:33:41.513542
362R120CL133AZ,RUG,Rambagh CL133,/rugsusa/rugs/bashian-rambagh-cl133/Azure/362R120CL133AZ-P.html,India,,100% Wool,,Hand Tufted,Azure,Bashian,362R120CL133AZ,s,bashian-rambagh-cl133,Venezia,0,0,3 - 5 Days,True,N,,,2022-01-13 19:33:41.513542
1522009856,RUG,Beach Sisal,/rugsusa/rugs/capel-beach-sisal/Plant-Green/1522009856-P.html,USA,,100% Olefin,,Machine Made,Light Gold,Capel,1522009856,s,capel-beach-sisal,Zoe,0,0,3 - 5 Days,True,N,,,2022-01-13 19:33:41.513542
279742924,RUG,Wide Ruins,/rugsusa/rugs/milliken-wide-ruins/Ebony/279742924-P.html,USA,,100% Stainmaster® Nylon,,Machine Made,Smog,Milliken,279742924,s,milliken-wide-ruins,Pastiche,0,0,14 - 16 Days,True,N,"Wide Ruins, a southwestern style tribal rug, incorporates Navajo diamond design bands among varying solid color stripes. The main bands, which are the focus of the rug, are decorated with scattered and primitively drawn nature motifs. This item is made to order and usually ships in approximately 2 -3 weeks.",,2022-01-13 19:33:41.513542
407ST749LBU,RUG,ST749,/rugsusa/rugs/nourison-st749/Light-Blue/407ST749LBU-P.html,China,,100% Polyacrylic,,Machine Woven,Light Blue,Nourison,407ST749LBU,roomImage,nourison-st749,Somerset,0,0,3 - 5 Days,True,N,This rug has an approximate pile height of 0.5 inches.,,2022-01-13 19:33:41.513542
108CY60,RUG,Braided,/rugsusa/rugs/colonial-mills-braided/Iron/108CY60-P.html,USA,,"65% Polypropylene, 35% Wool",,Braided,Olive,Colonial Mills,108CY60,roomImage,colonial-mills-braided,Courtyard,0,0,5 Days,True,N,"This classic rectangular style gets a new twist with horizontal braides and color coordinated fringe. A warm, textured blend of 35% wool and 65% polypropylene in rich deep colors. Made in the USA. This item is made to order and usually ships in approximately 10 Business Days.",,2022-01-13 19:33:41.513542
2285811058015,RUG,Fusion,/rugsusa/rugs/mohawk-home-fusion/Aqua/2285811058015-P.html,USA,,100% Nylon,,Machine Made,Aqua,Mohawk Home,2285811058015,s,mohawk-home-fusion,Strata,0,0,48 Hours,True,N,Area rugs should be spot cleaned with a solution of mild detergent and water or cleaned professionally. Regular vacuuming helps rugs remain attractive and serviceable.,,2022-01-13 19:33:41.513542
362E1105394ADKBL,RUG,5394A,/rugsusa/rugs/bashian-5394a/Dark-Blue/362E1105394ADKBL-P.html,Turkey,,100% Polypropylene,,Machine Made,Dark Blue,Bashian,362E1105394ADKBL,s,bashian-5394a,Everek,0,0,3 - 5 Days,True,N,,,2022-01-13 19:33:41.513542
1819884655220,RUG,988465,/rugsusa/rugs/dynamic-rugs-988465/Gold/1819884655220-P.html,Belgium,,100% Viscose,,Machine Made,Gold,Dynamic Rugs,1819884655220,s,dynamic-rugs-988465,Horizon,0,0,1-3 Days,True,N,This rug has an approximate pile height of 0.24 inches.,,2022-01-13 19:33:41.513542
181571194646,RUG,57119,/rugsusa/rugs/dynamic-rugs-57119/Soft-Gray/181571194646-P.html,Belgium,,100% Decolan,,Machine Made,Steel Blue,Dynamic Rugs,181571194646,s,dynamic-rugs-57119,Ancient Garden,0,0,3 - 5 Days,True,N,Traditional Classic patterns with an updated fresh look. Sophisticated color palette focusing on antique shades and design details that bring a refined hand knotted look. Woven with the best heat set polypropylene Ancient Garden creates a wool like feel and elegant style.,,2022-01-13 19:33:41.513542
108BN19,RUG,Braided Indoor/Outdoor,/rugsusa/rugs/colonial-mills-braided-indooroutdoor/Moss/108BN19-P.html,USA,,100% Polypropylene,,Braided,Brownstone,Colonial Mills,108BN19,s,colonial-mills-braided-indooroutdoor,Brooklyn,0,0,5 Days,True,N,"A combination of alternating braid constructions create a very stylish textured look and feel. An updated color pallet of in-trend gray and neutral colors allow for easy matching to most any decor. Worry free, easy cleaning super durable polypropylene yarns are Stain, Fade and Mildew resistant. Reversible for twice the wear. Made in the USA",,2022-01-13 19:33:41.513542
279NS4000113,RUG,Nature Silhouette,/rugsusa/rugs/milliken-nature-silhouette/Pottery-Brown/279NS4000113-P.html,USA,,100% Premium Nylon,,Machine Made,Dried Herb,Milliken,279NS4000113,roomImage,milliken-nature-silhouette,Mix and Mingle,0,0,12 - 14 Days,True,N,"Fun and classic. Contemporary and traditional. Geometric and organic. The best results are achieved from exploring the artistry and elegance of a variety of influences. New paths are discovered. New journeys taken. And new acquaintance becomes a timeless friend. With the Mix and Mingle rug collection discover a selection of new, room-defining patterns and refined textures to reveal your room's new style. The Mix and Mingle rug collection from Milliken.. Begin a new journey.. Easy to maintain, all Mix and Mingle rugs have a 10-year warranty and MilliGuard (R) 5-year soil and stain-resistance protection.",,2022-01-13 19:33:41.513542
279NS4000113,RUG,Nature Silhouette,/rugsusa/rugs/milliken-nature-silhouette/Dried-Herb/279NS4000113-P.html,USA,,100% Premium Nylon,,Machine Made,Dried Herb,Milliken,279NS4000113,roomImage,milliken-nature-silhouette,Mix and Mingle,0,0,12 - 14 Days,True,N,"Fun and classic. Contemporary and traditional. Geometric and organic. The best results are achieved from exploring the artistry and elegance of a variety of influences. New paths are discovered. New journeys taken. And new acquaintance becomes a timeless friend. With the Mix and Mingle rug collection discover a selection of new, room-defining patterns and refined textures to reveal your room's new style. The Mix and Mingle rug collection from Milliken.. Begin a new journey.. Easy to maintain, all Mix and Mingle rugs have a 10-year warranty and MilliGuard (R) 5-year soil and stain-resistance protection.",,2022-01-13 19:33:41.513542
279IFDAPBLU,RUG,Dapple,/rugsusa/rugs/milliken-dapple/Ecru/279IFDAPBLU-P.html,USA,,100% Stainmaster Nylon,,Machine Made,Blue,Milliken,279IFDAPBLU,s,milliken-dapple,Imagine Figurative,0,0,3 - 5 Days,True,N,This rug has an approximate pile height of 0.3 inches.,,2022-01-13 19:33:41.513542
1328027W,RUG,8027,/rugsusa/rugs/oriental-weavers-8027/Ivory/1328027W-P.html,Egypt,,Polypropylene,,Machine Made,Ivory,Oriental Weavers,1328027W,s,oriental-weavers-8027,Pandora,0,0,1-3 Days,True,N,This rug has an approximate pile height of 0.35 inches.,,2022-01-13 19:33:41.513542
1327803A,RUG,7803,/rugsusa/rugs/oriental-weavers-7803/Blue/1327803A-P.html,USA,,100% Polypropylene,,Machine Made,Blue,Oriental Weavers,1327803A,s,oriental-weavers-7803,Linden,0,0,3 - 5 Days,True,N,This rug has an approximate pile height of 0.39 inches.,,2022-01-13 19:33:41.513542
139226703,RUG,Water,/rugsusa/rugs/trans-ocean-water/Blue/139226703-P.html,China,,"70% Polypropylene, 30% Acrylic",,Hand Tufted,Blue,Trans Ocean,139226703,roomImage,trans-ocean-water,Ravella,0,0,3 - 5 Days,True,N,,,2022-01-13 19:33:41.513542
4096093366FGRT,RUG,609R3366,/rugsusa/rugs/weave--wander-609r3366/Granite/4096093366FGRT-P.html,Turkey,,100% Polypropylene,,Machine Made,Granite,Weave & Wander,4096093366FGRT,roomImage,weave--wander-609r3366,Perry,0,0,1-3 Days,True,N,"The Sorel Collection's basic palette belies the complexity of its designs. Transitional and contemporary patterns range from erased ikats to kaleidoscope images to large-scale stylized florals. Each design is masterfully power loomed in a palette of grays, taupes and black, and is intricately shaded to impart movement.",,2022-01-13 19:33:41.513542
108CY60,RUG,Braided,/rugsusa/rugs/colonial-mills-braided/Cocoa/108CY60-P.html,USA,,"65% Polypropylene, 35% Wool",,Braided,Olive,Colonial Mills,108CY60,roomImage,colonial-mills-braided,Courtyard,0,0,5 Days,True,N,"This classic rectangular style gets a new twist with horizontal braides and color coordinated fringe. A warm, textured blend of 35% wool and 65% polypropylene in rich deep colors. Made in the USA. This item is made to order and usually ships in approximately 10 Business Days.",,2022-01-13 19:33:41.513542
108TE09,RUG,Braided,/rugsusa/rugs/colonial-mills-braided/Gray/108TE09-P.html,USA,,"75% Polypropylene, 25% Wool",,Braided,Natural,Colonial Mills,108TE09,s,colonial-mills-braided,Tremont,0,0,5 Days,True,N,This round braided rug makes you just want to cozy up in front of the fire. The wool blend yarns create a textured softness and the natural color scheme coordinates with any decor.,,2022-01-13 19:33:41.513542
407MAE09CHA,RUG,MAE09,/rugsusa/rugs/nourison-mae09/Charcoal/407MAE09CHA-P.html,China,,100% Polyester,,Machine Woven,Charcoal,Nourison,407MAE09CHA,s,nourison-mae09,Maxell,0,0,3 - 5 Days,True,N,This rug has an approximate pile height of 0.5 inches.,,2022-01-13 19:33:41.513542
22810474416,RUG,Rainbow,/rugsusa/rugs/mohawk-home-rainbow/Multi/22810474416-P.html,USA,,100% Nylon,,Machine Made,Multi,Mohawk Home,22810474416,roomImage,mohawk-home-rainbow,New Wave,0,0,3 - 5 Days,True,N,Machine wash separately in cold water using mild detergent. Use only non-chlorine bleach when needed. Tumble dry on low setting.,,2022-01-13 19:33:41.513542
2795360887011,RUG,Intermission Field,/rugsusa/rugs/milliken-intermission-field/Black/2795360887011-P.html,USA,,100% Nylon,,Machine Made,Black,Milliken,2795360887011,s,milliken-intermission-field,Activity,0,0,14 - 16 Days,True,N,"The Acitivity Collection focuses on the FUN rooms, kids rooms, and other rooms where consumers want to make a statement. Eight Activity Designs are offered in both border and full field creations. Poker, Ballet, and Baseball are just some of the designs. A few designs were taken from an existing design with the addition of a new coloration. The new black is very striking in Intermission and Billiards! This item is made to order and usually ships in approximately 2 -3 weeks.",,2022-01-13 19:33:41.513542
158RLY5024,RUG,RLY-7,/rugsusa/rugs/surya-rly-7/Camel/158RLY5024-P.html,Turkey,,100% Polypropylene,,Machine Made,Cinnamon Spice,Surya,158RLY5024,s,surya-rly-7,Riley,0,0,48 Hours,True,N,,,2022-01-13 19:33:41.513542
14151131360,RUG,Manitou,/rugsusa/rugs/united-weavers-manitou/Blue/14151131360-P.html,Turkey,,100% Polypropylene,,Machine Made,Blue,United Weavers,14151131360,s,united-weavers-manitou,Designer Contours,0,0,3 - 5 Days,True,N,,,2022-01-13 19:33:41.513542
14104036064,RUG,Phoenix,/rugsusa/rugs/united-weavers-phoenix/Navy/14104036064-P.html,Saudi Arabia,,100% Olefin,,Machine Made,Navy,United Weavers,14104036064,s,united-weavers-phoenix,Manhattan,0,0,48 Hours,True,N,What better way to add style to your room than with a quality southwestern rug? The Manhattan Phoenix rug is an excellent work of art with its geometric patterns and multi-toned color schemes that complement a wide range of decor.,,2022-01-13 19:33:41.513542
141300100394,RUG,Villa Bella,/rugsusa/rugs/united-weavers-villa-bella/Taupe/141300100394-P.html,Egypt,,100% Olefin,,Machine Made,Taupe,United Weavers,141300100394,roomImage,united-weavers-villa-bella,Bridges,0,0,3 - 5 Days,True,N,This rug has an approximate pile height of 10 millimeters.,,2022-01-13 19:33:41.513542
22811515416,RUG,Caravan Medallion,/rugsusa/rugs/mohawk-home-caravan-medallion/Multi/22811515416-P.html,USA,,100% Nylon,,Machine Made,Multi,Mohawk Home,22811515416,roomImage,mohawk-home-caravan-medallion,Strata,0,0,48 Hours,True,N,Area rugs should be spot cleaned with a solution of mild detergent and water or cleaned professionally. Regular vacuuming helps rugs remain attractive and serviceable.,,2022-01-13 19:33:41.513542
158VNZ2300,RUG,VNZ-2300,/rugsusa/rugs/surya-vnz-2300/Mustard/158VNZ2300-P.html,Turkey,,"50% Polyester, 50% Polypropylene",,Machine Made,Mustard,Surya,158VNZ2300,roomImage,surya-vnz-2300,Venezia,0,0,3 - 5 Business Days,True,N,This rug has an approximate pile height of 0.315 inches and a latex backing. This rug weighs 0.466666666666667 lbs/sq. ft.,,2022-01-13 19:33:41.513542
158M294CHC,RUG,Border,/rugsusa/rugs/surya-border/Plum/158M294CHC-P.html,India,,100% Wool,,Hand Crafted,Chocolate,Surya,158M294CHC,roomImage,surya-border,Mystique,0,0,3 - 5 Days,True,N,"This unique collection represents the current trends of contemporary and transitional designs by visionary designers around the world. The Mystique collection reflects the modern mood of our time. Hand loomed in India, each rug is produced by talented artisans using the finest wool that will make a fashion statement on any floor. With a series of pristine pattern ranging from geometric to classic, these perfect pieces encompass the time honored tradition of hand made design while maintaining an affordability that make each a refined and elegant center piece for your home decor. This rug has an approximate pile height of 0.625 inches and a cotton canvas backing with latex.",,2022-01-13 19:33:41.513542
158M294CHC,RUG,Border,/rugsusa/rugs/surya-border/Dark-Green/158M294CHC-P.html,India,,100% Wool,,Hand Crafted,Chocolate,Surya,158M294CHC,roomImage,surya-border,Mystique,0,0,3 - 5 Days,True,N,"This unique collection represents the current trends of contemporary and transitional designs by visionary designers around the world. The Mystique collection reflects the modern mood of our time. Hand loomed in India, each rug is produced by talented artisans using the finest wool that will make a fashion statement on any floor. With a series of pristine pattern ranging from geometric to classic, these perfect pieces encompass the time honored tradition of hand made design while maintaining an affordability that make each a refined and elegant center piece for your home decor. This rug has an approximate pile height of 0.625 inches and a cotton canvas backing with latex.",,2022-01-13 19:33:41.513542
158M294CHC,RUG,Border,/rugsusa/rugs/surya-border/Light-Blue/158M294CHC-P.html,India,,100% Wool,,Hand Crafted,Chocolate,Surya,158M294CHC,roomImage,surya-border,Mystique,0,0,3 - 5 Days,True,N,"This unique collection represents the current trends of contemporary and transitional designs by visionary designers around the world. The Mystique collection reflects the modern mood of our time. Hand loomed in India, each rug is produced by talented artisans using the finest wool that will make a fashion statement on any floor. With a series of pristine pattern ranging from geometric to classic, these perfect pieces encompass the time honored tradition of hand made design while maintaining an affordability that make each a refined and elegant center piece for your home decor. This rug has an approximate pile height of 0.625 inches and a cotton canvas backing with latex.",,2022-01-13 19:33:41.513542
14113052136,RUG,Dreamcatcher,/rugsusa/rugs/united-weavers-dreamcatcher/Lodge/14113052136-P.html,Turkey,,100% Olefin,,Machine Made,Lodge,United Weavers,14113052136,s,united-weavers-dreamcatcher,Genesis,0,0,48 Hours,True,N,"Genesis is a complete composition of color, style, versatility and value. An traditional antique color palette gives each design a true, rich, handmade look ideally designed for every type of decor.",,2022-01-13 19:33:41.513542
1816882500,RUG,6882,/rugsusa/rugs/dynamic-rugs-6882/Dark-Blue/1816882500-P.html,Turkey,,100% Polypropylene,,Machine Made,Light Blue,Dynamic Rugs,1816882500,s,dynamic-rugs-6882,Juno,0,0,1-3 Days,True,N,This rug has an approximate pile height of 0.43 inches.,,2022-01-13 19:33:41.513542
158NVA3012,RUG,NVA-3012,/rugsusa/rugs/surya-nva-3012/Light-Gray/158NVA3012-P.html,Turkey,,100% Polypropylene,,Machine Made,Light Gray,Surya,158NVA3012,s,surya-nva-3012,Nova,0,0,3 - 5 Days,True,N,,,2022-01-13 19:33:41.513542
279WATBUR,RUG,Watermark,/rugsusa/rugs/milliken-watermark/Quartz/279WATBUR-P.html,USA,,100% Stainmaster Nylon,,Machine Made,Burnished Brown,Milliken,279WATBUR,s,milliken-watermark,Imagine,0,0,1-3 Days,True,N,This rug has an approximate pile height of 0.3 inches.,,2022-01-13 19:33:41.513542
279PAIBSY,RUG,Paisley Garden,/rugsusa/rugs/milliken-paisley-garden/Lemongrass/279PAIBSY-P.html,USA,,100% Stainmaster Nylon,,Machine Made,Blush,Milliken,279PAIBSY,s,milliken-paisley-garden,Imagine,0,0,1-3 Days,True,N,This rug has an approximate pile height of 0.3 inches.,,2022-01-13 19:33:41.513542
279FREDUS,RUG,Fredonia,/rugsusa/rugs/milliken-fredonia/Dusty-Lilac/279FREDUS-P.html,USA,,100% Stainmaster Nylon,,Machine Made,Dusty Lilac,Milliken,279FREDUS,s,milliken-fredonia,Drayton,0,0,3 - 5 Days,True,N,This rug has an approximate pile height of 0.3 inches.,,2022-01-13 19:33:41.513542
141300100136,RUG,Via Vicosa,/rugsusa/rugs/united-weavers-via-vicosa/Crimson/141300100136-P.html,Egypt,,100% Olefin,,Machine Made,Crimson,United Weavers,141300100136,roomImage,united-weavers-via-vicosa,Bridges,0,0,3 - 5 Days,True,N,This rug has an approximate pile height of 10 millimeters.,,2022-01-13 19:33:41.513542
1327341B,RUG,7341,/rugsusa/rugs/oriental-weavers-7341/Multi/1327341B-P.html,USA,,100% Polypropylene,,Machine Made,Multi,Oriental Weavers,1327341B,s,oriental-weavers-7341,Dawson,0,0,3 - 5 Days,True,N,,,2022-01-13 19:33:41.513542
108CY60,RUG,Braided,/rugsusa/rugs/colonial-mills-braided/Sangria/108CY60-P.html,USA,,"65% Polypropylene, 35% Wool",,Braided,Olive,Colonial Mills,108CY60,roomImage,colonial-mills-braided,Courtyard,0,0,5 Days,True,N,"This classic rectangular style gets a new twist with horizontal braides and color coordinated fringe. A warm, textured blend of 35% wool and 65% polypropylene in rich deep colors. Made in the USA. This item is made to order and usually ships in approximately 10 Business Days.",,2022-01-13 19:33:41.513542
1322040A,RUG,2040A,/rugsusa/rugs/oriental-weavers-2040a/Multi/1322040A-P.html,USA,,100% Polypropylene,,Machine Made,Multi,Oriental Weavers,1322040A,s,oriental-weavers-2040a,Ulrika,0,0,3 - 5 Days,True,N,Emerson is a 100% polypropylene machine-woven collection with styles covering all genres from contemporary to transitional as well as modern traditional.,,2022-01-13 19:33:41.513542
158JMI8001,RUG,JMI-8001,/rugsusa/rugs/surya-jmi-8001/Blue/158JMI8001-P.html,India,,"50% Cotton, 50% Leather",,Hand Woven,Blue,Surya,158JMI8001,roomImage,surya-jmi-8001,Jamie,0,0,3 - 5 Days,True,N,,,2022-01-13 19:33:41.513542
407VIT11BEI,RUG,VIT11,/rugsusa/rugs/nourison-vit11/Blue/407VIT11BEI-P.html,China,,"90% Polyester, 10% Viscose",,Hand Tufted,Beige,Nourison,407VIT11BEI,roomImage,nourison-vit11,Vita,0,0,3 - 5 Days,True,N,This rug has an approximate pile height of 0.5 inches.,,2022-01-13 19:33:41.513542
14175003843,RUG,Hunter'S Dream,/rugsusa/rugs/united-weavers-hunters-dream/Lodge/14175003843-P.html,Turkey,,100% Olefin,,Machine Made,Lodge,United Weavers,14175003843,osNew/roomImage,united-weavers-hunters-dream,Affinity,0,0,3 - 5 Days,True,N,,,2022-01-13 19:33:41.513542
279453300235,RUG,Santa and Friends,/rugsusa/rugs/milliken-santa-and-friends/Indian-Red/279453300235-P.html,USA,,100% Nylon,,Machine Made,Indian Red,Milliken,279453300235,s,milliken-santa-and-friends,Seasonal,0,0,14 - 16 Days,True,N,"Decorate your home this holiday season with a Seasonal rug from Milliken. Each rug is made with premium nylon fibers to ensure strength and resilience, then treated with Milli Guard to protect against stains, soils and indoor pollutants. All Milliken rugs are backed by an exclusive five-year wear warranty. This item is made to order and usually ships in approximately 2 -3 weeks.",,2022-01-13 19:33:41.513542
1325701B,RUG,5701,/rugsusa/rugs/oriental-weavers-5701/Red/1325701B-P.html,Egypt,,100% Polypropylene,,Machine Woven,Blue,Oriental Weavers,1325701B,s,oriental-weavers-5701,Meridian,0,0,3 - 5 Days,True,N,This rug has an approximate pile height of 0.15 inches.,,2022-01-13 19:33:41.513542
407CES04PAL,RUG,CES04,/rugsusa/rugs/nourison-ces04/Palette/407CES04PAL-P.html,Turkey,,100% Polypropylene,,Machine Woven,Palette,Nourison,407CES04PAL,roomImage,nourison-ces04,Celestial,0,0,3 - 5 Days,True,N,This rug has an approximate pile height of 0.5 inches.,,2022-01-13 19:33:41.513542
279731511000,RUG,Isfahan,/rugsusa/rugs/milliken-isfahan/Emerald/279731511000-P.html,USA,,100% Nylon,,Machine Made,Opal,Milliken,279731511000,s,milliken-isfahan,Signature,0,0,14 - 16 Days,True,N,"Whether the environment you want to create is exotic or romantic and peaceful, Milliken has a rug that will pull the colors and the feel of your room together while adding the perfect touch. Milliken protects all its rugs by an exclusive five year warranty againt abrasive wear. Made in the USA with extremely durable Milliken Nylon fiber. This item is made to order and usually ships in approximately 2 -3 weeks.",,2022-01-13 19:33:41.513542
1816883100,RUG,6883,/rugsusa/rugs/dynamic-rugs-6883/Blue/1816883100-P.html,Turkey,,100% Polypropylene,,Machine Made,Cream,Dynamic Rugs,1816883100,s,dynamic-rugs-6883,Juno,0,0,1-3 Days,True,N,This rug has an approximate pile height of 0.43 inches.,,2022-01-13 19:33:41.513542
108BR12,RUG,Braided Indoor/Outdoor,/rugsusa/rugs/colonial-mills-braided-indooroutdoor/Corona/108BR12-P.html,USA,,100% Polypropylene,,Braided,White,Colonial Mills,108BR12,roomImage,colonial-mills-braided-indooroutdoor,Boca Raton,0,0,5 Days,True,N,Just pick a color…any color…they are all here! This colorful indoor/outdoor rug utilizes a simple flat braid construction in an array of colors to put a fashionable stamp on your decor. This stain and fade resistant reversible rug has an approximate pile height of 0.5 inches.,,2022-01-13 19:33:41.513542
407DAS06IVN,RUG,DAS06,/rugsusa/rugs/nourison-das06/Ivory-Navy/407DAS06IVN-P.html,India,,"83% Polyester, 14% Cotton, 3% Rayon",,Machine Woven,Ivory Navy,Nourison,407DAS06IVN,roomImage,nourison-das06,Damask,0,0,3-5 Days,True,N,This rug has an approximate pile height of 0.25 inches.,,2022-01-13 19:33:41.513542
279454111000,RUG,Serabend,/rugsusa/rugs/milliken-serabend/Garnet/279454111000-P.html,USA,,100% Nylon,,Machine Made,Maize,Milliken,279454111000,s,milliken-serabend,Innovations,0,0,14 - 16 Days,True,N,"Whether the environment you want to create is exotic or romantic and peaceful, Milliken has a rug that will pull the colors and the feel of your room together while adding the perfect touch. Milliken protects all its rugs by an exclusive five year warranty againt abrasive wear. Made in the USA with extremely durable Milliken Nylon fiber. This item is made to order and usually ships in approximately 2 -3 weeks.",,2022-01-13 19:33:41.513542
